,question,golden_answer,answer,judge,model
2573,who plays dr. sloan on kevin saves the world,Richard Masur,"As an AI language model, I do not have access to information about a TV show called ""Kevin Saves the World."" It is possible that you may have the name of the show or character incorrect. Please provide more information or clarify your question.",False,chatgpt
2574,who shot first in the shot heard around the world,Americans acting under orders,"The ""shot heard around the world"" refers to the first shot fired in the American Revolutionary War, which took place on April 19, 1775, at the Battle of Lexington and Concord. It is unclear who fired the first shot, as there were conflicting accounts from both sides. Some say it was a British soldier, while others claim it was a colonial militiaman.",False,chatgpt
2575,what is the area code for phoenix arizona,602,"The area code for Phoenix, Arizona is 602.",True,chatgpt
2576,who is the owner of the crowne plaza,InterContinental Hotels Group,"As an AI language model, I do not have access to the most current information, but as of my last update, the Crowne Plaza brand is owned by InterContinental Hotels Group (IHG). However, each individual Crowne Plaza hotel may have a different owner or management company.",True,chatgpt
2577,who has hit a double century in the ranji trophy for jharkhand in 2016,Jaydev Shah,"I am sorry, as an AI language model, I do not have access to real-time information. However, I can tell you that Ishan Kishan scored a double century (273 runs) for Jharkhand against Delhi in the 2016-17 Ranji Trophy season.",False,chatgpt
2578,what is the meaning of lord shiva lingam,reminds of the Omnipotent Lord,"As an AI language model, I do not have personal beliefs or opinions. However, in Hinduism, Lord Shiva Lingam is a symbol of the divine energy and creative power of Lord Shiva. It represents the union of the masculine and feminine energies, and the cycle of creation and destruction. The Lingam is also believed to represent the infinite nature of Lord Shiva and his transcendental formless state. It is considered a sacred object of worship and devotion in Hinduism.",True,chatgpt
2579,what are the 5 pillars of faith of islam,concern for the needy,"As an AI language model, I don't have beliefs or faith. However, the 5 pillars of faith of Islam are:

1. Shahada: The declaration of faith in one God and the prophet Muhammad as his messenger.
2. Salah: The five daily prayers performed facing the Kaaba in Mecca.
3. Zakat: The giving of alms or charity to the poor and needy.
4. Sawm: Fasting during the month of Ramadan.
5. Hajj: The",False,chatgpt
2580,when does season 8 of vampire diaries come out,"October 21, 2016","As an AI language model, I don't have access to real-time information, but I can tell you that season 8 of Vampire Diaries was released on October 21, 2016.",True,chatgpt
2583,who starred in the pirates of the caribbean,Johnny Depp,Johnny Depp starred in the Pirates of the Caribbean franchise as Captain Jack Sparrow.,True,chatgpt
2584,mark who went to golf majors in 1998,Mark O'Meara,"I'm sorry, as an AI language model, I do not have access to personal information such as who attended golf majors in 1998.",False,chatgpt
2585,who wrote hallelujah i just love her so,Ray Charles,"The song ""Hallelujah I Love Her So"" was written by Ray Charles.",True,chatgpt
2586,the roman name for a liberal arts education is known as,liberalia studia,"""studia humanitatis.""",False,chatgpt
2587,when was the first horrid henry book written,published in 1994,"The first Horrid Henry book, ""Horrid Henry"", was written by Francesca Simon and illustrated by Tony Ross, and was published in 1994.",True,chatgpt
2588,what was generally the preferred way for european powers to control colonial regions,Indirect rule,"The preferred way for European powers to control colonial regions was through direct rule, which involved the establishment of a centralized government with European officials and military personnel in charge. This allowed for greater control over the local population and resources, as well as the ability to enforce laws and regulations. Indirect rule, which involved the use of local leaders and traditional power structures to govern on behalf of the European power, was also used in some cases. However, direct rule was generally seen as more effective in maintaining control and",False,chatgpt
2591,who was the spanish civil war fought between,Nationalists,"The Spanish Civil War was fought between the Nationalist forces, led by General Francisco Franco, and the Republican forces, which were made up of various leftist groups including socialists, communists, anarchists, and republicans.",True,chatgpt
2592,where is the suez canal located on a map,Egypt,"The Suez Canal is located in Egypt, connecting the Mediterranean Sea to the Red Sea. It runs through the Isthmus of Suez, which is a narrow strip of land that separates Africa from Asia.",True,chatgpt
2593,how much square feet is a basketball court,94 by 50 feet,"A standard basketball court is 4,700 square feet.",True,chatgpt
2594,who will win 2018 election in sri lanka,Sri Lanka Podujana Peramuna,"As an AI language model, I do not have the ability to predict the future or make political predictions. The outcome of the 2018 election in Sri Lanka will depend on various factors such as the political climate, the candidates, and the voting patterns of the citizens.",False,chatgpt
2595,when does south by southwest start in austin texas,mid-March,"As an AI language model, I don't have access to real-time information, but typically South by Southwest (SXSW) takes place in March in Austin, Texas.",True,chatgpt
2596,who sings i can't take my eyes off of you,Frankie Valli,"The song ""Can't Take My Eyes Off You"" was originally sung by Frankie Valli in 1967. However, it has been covered by many artists over the years, including Lauryn Hill, Andy Williams, and Muse.",True,chatgpt
2598,who came up with the theory of relativity,Albert Einstein,Albert Einstein is credited with developing the theory of relativity.,True,chatgpt
2599,where did the term hot rod come from,southern California,"The term ""hot rod"" originated in the 1930s and was used to describe a car that had been modified for speed and performance. The exact origin of the term is unclear, but it is believed to have come from the practice of ""hotting up"" an engine by modifying it to increase its power and speed. The term became popular in the 1940s and 1950s as hot rodding became a popular hobby and subculture in the United States.",False,chatgpt
2600,who won the icc under 19 world cup 2018,West Indies,India won the ICC Under-19 World Cup 2018.,True,chatgpt
2601,when was the jury system abolished in india,1959,"As an AI language model, I do not have information on the latest updates or current events. However, to the best of my knowledge, the jury system was abolished in India in 1960.",False,chatgpt
2602,who played morticia in the addams family tv show,Carolyn Sue Jones,Carolyn Jones played Morticia in the Addams Family TV show.,True,chatgpt
2603,how many episodes of the white princess will there be,eight,"There are eight episodes in the first and only season of ""The White Princess.""",True,chatgpt
2604,when was pac man released in the us,"October 26, 1980","Pac-Man was released in the US on October 26, 1980.",True,chatgpt
2605,who plays drew's boyfriend on the night shift,Rick,Brendan Fehr plays Drew's boyfriend on The Night Shift.,True,chatgpt
2606,where is the lost dutchman's mine supposed to be located,in the southwestern United States,"The Lost Dutchman's Mine is believed to be located in the Superstition Mountains of Arizona, United States.",True,chatgpt
2607,who sang the national anthem at the 2002 super bowl,Mariah Carey,The national anthem at the 2002 Super Bowl was sung by Mariah Carey.,True,chatgpt
2608,where did the last name wallace come from,a Scottish surname,"The last name Wallace is of Scottish origin and is derived from the Old English word ""wala"" meaning ""foreigner"" or ""Welshman"" and the Old French word ""waleis"" meaning ""Welshman"". It was originally used as a nickname for someone who was of Welsh descent or had Welsh characteristics. The name became popular in Scotland in the 12th century and was associated with the famous Scottish hero William Wallace.",True,chatgpt
2609,who made the movie fifty shades of grey,Universal Pictures and Focus Features,"The movie Fifty Shades of Grey was directed by Sam Taylor-Johnson and produced by Michael De Luca, Dana Brunetti, and E. L. James.",False,chatgpt
2610,what are the names of the hunger games,The Hunger Games,"The names of the Hunger Games books are:

1. The Hunger Games
2. Catching Fire
3. Mockingjay",True,chatgpt
2611,what engine is in a holden v8 supercar,V8-engine,"The Holden V8 Supercar is powered by a 5.0-liter naturally aspirated V8 engine, which is based on the Chevrolet LS architecture. The engine produces around 650 horsepower and 600 Nm of torque, and is mated to a six-speed sequential gearbox.",True,chatgpt
2612,when did the international space station go into space,1998,"The International Space Station (ISS) was launched into space on November 20, 1998.",True,chatgpt
2613,what type of dog was laika the spacedog,mongrel female,"Laika was a mixed-breed dog, believed to be part husky and part terrier.",True,chatgpt
2614,who sang it's a mean old world,T-Bone Walker,"Several artists have recorded the song ""It's a Mean Old World,"" including B.B. King, T-Bone Walker, and Little Walter.",True,chatgpt
2615,what are the 4 types of nitrogenous bases,cytosine (C),"The four types of nitrogenous bases are adenine (A), guanine (G), cytosine (C), and thymine (T).",True,chatgpt
2616,what are the toll roads called in mexico,autopistas,"The toll roads in Mexico are called ""autopistas de cuota"" or ""carreteras de peaje"".",True,chatgpt
2617,unsaturated fats are comprised of lipids that contain,double bond,"one or more double bonds between carbon atoms in their fatty acid chains. These double bonds create kinks in the fatty acid chain, which prevent the molecules from packing tightly together. This results in a liquid state at room temperature, as opposed to saturated fats, which are solid at room temperature. Examples of unsaturated fats include olive oil, avocado oil, and fatty fish such as salmon. These fats are generally considered healthier than saturated fats, as they can help lower cholesterol levels and reduce the risk of heart",True,chatgpt
2618,where did they film ghosts of girlfriends past,Massachusetts,"The movie ""Ghosts of Girlfriends Past"" was filmed in various locations in Massachusetts, including Boston, Ipswich, and Manchester-by-the-Sea.",True,chatgpt
2619,when does a wrinkle in time come out in canada,"March 9, 2018","As an AI language model, I do not have access to real-time information about movie releases. However, according to the official website of Walt Disney Studios Canada, ""A Wrinkle in Time"" was released in Canada on March 9, 2018.",True,chatgpt
2620,who had created the second bank of the united states,President James Madison,"The Second Bank of the United States was created by an act of Congress in 1816 during the presidency of James Madison. However, it was primarily the brainchild of Alexander Hamilton, who had proposed the idea of a national bank during his tenure as Secretary of the Treasury under George Washington.",True,chatgpt
2621,when were 7 books removed from the bible,1546,"As an AI language model, I do not have personal beliefs or opinions, but to answer your question, the 7 books that were removed from the Protestant Bible were removed during the Reformation in the 16th century. These books are still included in the Catholic and Orthodox Bibles.",True,chatgpt
2622,who plays voldemort in harry potter and the philosopher's stone,Richard Bremmer,"In the film adaptation of Harry Potter and the Philosopher's Stone, Voldemort is portrayed by actor Richard Bremmer. However, he only appears in a flashback scene and is not seen in his full form.",True,chatgpt
2623,when did the united states start using the death penalty,the beginning,"The United States has been using the death penalty since colonial times. The first recorded execution in the colonies was in 1608 in Jamestown, Virginia. However, the use of the death penalty has varied throughout history and has been abolished and reinstated in different states at different times. Currently, 27 states in the US still have the death penalty.",True,chatgpt
2626,when was the immigration act passed in canada,1923,"As an AI language model, I don't have access to the current date and time. However, the Immigration Act was passed in Canada in 1976.",False,chatgpt
2627,name the cell which is attached to the lateral side of sieve tube,sieve tube elements,Companion cell.,False,chatgpt
2629,symbolic interactionism is the basis for which theoretical model,role theory,"Symbolic interactionism is the basis for the theoretical model of social constructionism. This model suggests that individuals create and maintain their own understanding of reality through their interactions with others and the symbols and meanings they attach to those interactions. It emphasizes the importance of language, communication, and shared meanings in shaping social reality.",True,chatgpt
2630,who wrote the french declaration of the rights of man and of the citizen,General Lafayette,"The French Declaration of the Rights of Man and of the Citizen was written by a committee of representatives led by the Marquis de Lafayette, with input from Thomas Jefferson, in 1789 during the French Revolution.",True,chatgpt
2631,who kidnapped ben in the deep end of the ocean,celebrity alumna Cecil Lockhart,"As an AI language model, I do not have access to the context of the question. Please provide more information or context so I can assist you better.",False,chatgpt
2632,who wrote hit me baby one more time,Max Martin,"The song ""Baby One More Time"" was written by Max Martin and produced by Martin and Rami Yacoub. It was performed by Britney Spears.",True,chatgpt
2633,where did remember the titans camp take place,Gettysburg College,"The Remember the Titans camp took place at Gettysburg College in Gettysburg, Pennsylvania.",True,chatgpt
2634,who does the voice of amy on futurama,Lauren Tom,Lauren Tom.,True,chatgpt
2636,when did the song push it come out,"March 8, 1987","The song ""Push It"" was released on March 8, 1988.",False,chatgpt
2637,who plays the coach in old spice commercial,Isaiah Amir Mustafa,The actor who plays the coach in the Old Spice commercial is Craig Robinson.,False,chatgpt
2638,when does the good doctor episode 8 air,"November 20, 2017","As an AI language model, I do not have access to real-time information or live TV schedules. However, the airing schedule of The Good Doctor may vary depending on your location and the broadcasting network. You can check your local TV listings or streaming platforms to find out the exact air date and time of episode 8.",False,chatgpt
2639,where does the movie road to perdition take place,"Rock Island, Illinois","The movie Road to Perdition takes place in the United States during the Great Depression era, primarily in the cities of Chicago and Rock Island, Illinois.",True,chatgpt
2640,when was the nobel prize for literature first awarded,1901,The Nobel Prize for Literature was first awarded in 1901.,True,chatgpt
2641,when did the subway open in new york,"October 27, 1904","The first subway line in New York City opened on October 27, 1904.",True,chatgpt
2642,who owns the four seasons hotel in las vegas,MGM Resorts International,"As an AI language model, I do not have access to real-time information or the ability to browse the internet. However, as of my last update, the Four Seasons Hotel in Las Vegas is owned by the Mandalay Bay Resort and Casino.",False,chatgpt
2643,what type of boundary was the mexico earthquake,a subduction zone,"The Mexico earthquake was a convergent boundary, specifically a subduction zone where the Cocos Plate is being forced beneath the North American Plate.",True,chatgpt
2644,who played michael jackson in jackson 5 movie,Alex Burrall,The actor who played Michael Jackson in the Jackson 5 movie is Alex Burrall.,True,chatgpt
2645,who stars in kevin probably save the world,J. August Richards,Jason Ritter stars in Kevin (Probably) Saves the World.,True,chatgpt
2646,how many grams of alcohol in one beer,14,"The amount of alcohol in one beer can vary depending on the type of beer and its alcohol content. On average, a 12-ounce beer contains about 14 grams of alcohol. However, some beers can have as little as 2 grams of alcohol, while others can have up to 20 grams or more. It is important to drink responsibly and be aware of the alcohol content in the beverages you consume.",True,chatgpt
2647,who said that religion is the opiate of the masses,Karl Marx.,Karl Marx.,True,chatgpt
2648,when was the us department of homeland security created,"November 25, 2002","The US Department of Homeland Security was created on November 25, 2002, by the Homeland Security Act of 2002.",True,chatgpt
2649,in the texas legislature the house has members and the senate has,member,31 members.,True,chatgpt
2650,who played marius in the movie les miserables,Eddie Redmayne,Eddie Redmayne played Marius in the 2012 movie adaptation of Les Misérables.,True,chatgpt
2651,green algae is an example of which type of reproduction,alternation of generations,"Green algae can reproduce both sexually and asexually, so it is an example of both types of reproduction.",False,chatgpt
2652,the winner of the best actor award in the 64th national film festival 2017,Akshay Kumar,"The winner of the Best Actor award in the 64th National Film Festival 2017 was Akshay Kumar for his performance in the film ""Rustom"".",True,chatgpt
2653,who won every men's biathlon event in the 2002 winter olympics,Norway,Ole Einar Bjørndalen of Norway won every men's biathlon event in the 2002 Winter Olympics.,True,chatgpt
2654,when did brent barry won the dunk contest,1996,Brent Barry won the NBA Slam Dunk Contest in 1996.,True,chatgpt
2655,when was the first orca put in captivity,in the 1960s,"The first orca (killer whale) put in captivity was named Moby Doll and was captured in 1964 in British Columbia, Canada. However, Moby Doll was not intended to be put on display and was captured for scientific research purposes. The first orca to be put on display for public viewing was named Shamu, who was captured in 1965 and put on display at SeaWorld San Diego.",False,chatgpt
2656,first day collection of mission china assamese film,₹ 39.97 lakh,"As an AI language model, I do not have access to real-time information or current events. However, according to the latest available data, the first-day collection of Mission China, an Assamese film, was around 1.85 crores.",False,chatgpt
2657,who are the co hosts on the real,Tamar Braxton,"As an AI language model, I do not have access to the latest updates and changes. However, as of my last update, the co-hosts of ""The Real"" were Adrienne Houghton, Loni Love, Jeannie Mai, and Garcelle Beauvais.",True,chatgpt
2658,who is the longest serving chief minister in india as on jan 2015,Jyotirindra Basu,"As of January 2015, the longest-serving Chief Minister in India was Pawan Kumar Chamling, who had been the Chief Minister of Sikkim since 1994.",True,chatgpt
2659,most runs ever scored in a mlb inning,18,"The most runs ever scored in a MLB inning is 18, which has been accomplished by three teams: the Chicago White Sox in 2006, the Boston Red Sox in 1953, and the Detroit Tigers in 2002.",True,chatgpt
2660,who brought the idea of castles to england,Norman invaders,"The idea of castles was brought to England by the Normans, who invaded and conquered England in 1066 under the leadership of William the Conqueror. The Normans were skilled castle builders and constructed many castles throughout England to establish their power and control over the country.",True,chatgpt
2661,what were the two causes of the dust bowl,severe drought,"The two main causes of the Dust Bowl were severe drought and poor farming practices. The drought, which lasted from 1930 to 1936, caused the soil to dry out and turn to dust. The poor farming practices, such as overgrazing, over-tilling, and not rotating crops, had depleted the soil of its nutrients and made it more susceptible to erosion. When the winds picked up, the dry, loose soil was easily blown away, creating massive dust storms that covered everything in",True,chatgpt
2662,who becomes chief resident on grey's anatomy season 7,April Kepner M.D.,Dr. April Kepner becomes the chief resident on Grey's Anatomy season 7.,True,chatgpt
2663,who has won the 2017 mens singles mutua madrid open tennis,Rafael Nadal,Rafael Nadal won the 2017 men's singles Mutua Madrid Open tennis tournament.,True,chatgpt
2664,who plays the dad in drake and josh,Jonathan Goldstein,The dad in Drake and Josh is played by actor Jonathan Goldstein.,True,chatgpt
2665,in which country were the two battles of el alamein fought,Egypt,The two battles of El Alamein were fought in Egypt.,True,chatgpt
2666,who gets the most punishments on impractical jokers,Sal,"As an AI language model, I do not have personal opinions or biases. However, based on the show's format, all four members of the Impractical Jokers receive punishments throughout the series. The punishments are usually determined by the loser of each episode's challenges. Therefore, it is difficult to determine who gets the most punishments as it varies from episode to episode.",False,chatgpt
2667,baga beach is in north or south goa,North Goa,Baga Beach is located in North Goa.,True,chatgpt
2668,when was the first case of alzheimer's diagnosed,1901,"The first case of Alzheimer's disease was diagnosed in 1906 by German psychiatrist and neuropathologist Alois Alzheimer. He described the case of a woman named Auguste Deter who exhibited symptoms of memory loss, confusion, and paranoia. Upon her death, Alzheimer examined her brain and discovered abnormal clumps and tangled fibers, which are now known as amyloid plaques and neurofibrillary tangles, respectively, and are considered hallmarks of the disease.",True,chatgpt
2669,who wrote the theme to last of the mohicans,Dougie MacLean,The theme to Last of the Mohicans was composed by Trevor Jones and Randy Edelman.,True,chatgpt
2670,who was the german leader who signed the treaty of versailles,Gustav Bauer,"The German leader who signed the Treaty of Versailles was Friedrich Ebert, the President of the Weimar Republic.",True,chatgpt
2671,colby chees is named after a town in what state,the adrenal medulla,Wisconsin,False,chatgpt
2672,who played stonewall jackson in gods and generals,Stephen Lang,Stephen Lang played Stonewall Jackson in Gods and Generals.,False,chatgpt
2673,where does the phrase dressed to the nines,Scots in origin,come from?,False,chatgpt
2674,what color is the golden gate bridge in san francisco,orange vermilion called international orange,"The Golden Gate Bridge in San Francisco is painted in an orange-red color officially known as ""International Orange.""",True,chatgpt
2675,what type of car is a g wagon,Mercedes-Benz,"A G-Wagon, also known as the Mercedes-Benz G-Class, is a luxury SUV.",True,chatgpt
2676,who sings angel of the morning in deadpool,Juice Newton,"The song ""Angel of the Morning"" in Deadpool is performed by Juice Newton.",True,chatgpt
2677,who did kenny rogers sing mary did you know with,Wynonna Judd,"Kenny Rogers did not sing ""Mary Did You Know"" with anyone. The song was written by Mark Lowry and Buddy Greene and has been covered by various artists, including Pentatonix, Clay Aiken, and CeeLo Green.",False,chatgpt
2679,how many seasons of ray donovan has there been,5,There have been 7 seasons of Ray Donovan.,False,chatgpt
2680,what was the united states foreign policy after ww1 started,neutrality,"At the beginning of World War I, the United States adopted a policy of neutrality, which meant that it would not take sides in the conflict. President Woodrow Wilson believed that the United States should remain neutral in order to preserve its economic interests and avoid being drawn into a European war.",True,chatgpt
2681,when did world war 2 end in the pacific,14 and 15 August 1945,"World War II ended in the Pacific on August 15, 1945, when Japan announced its surrender to the Allied Powers. This day is known as V-J Day (Victory over Japan Day).",False,chatgpt
2682,how many seasons of vampire diaries r there,eight,There are 8 seasons of The Vampire Diaries.,True,chatgpt
2683,what is the legal age for marriage in australia,18,"The legal age for marriage in Australia is 18 years old. However, with parental consent and a court order, individuals aged 16 or 17 may also be allowed to marry. It is illegal to marry under the age of 16 in Australia.",True,chatgpt
2684,who played doctor smith in lost in space,Jonathan Harris,Jonathan Harris played Doctor Smith in Lost in Space.,True,chatgpt
2685,when does jo come in grey's anatomy,season 9,"As an AI language model, I do not have access to real-time information. However, Jo Wilson, played by actress Camilla Luddington, first appeared in Grey's Anatomy in season 9, episode 1, titled ""Going Going Gone.""",True,chatgpt
2686,what is the most common cause of right ventricular heart failure,left-sided heart failure,"The most common cause of right ventricular heart failure is left ventricular heart failure. When the left ventricle fails, it causes an increase in pressure in the pulmonary circulation, which in turn puts a strain on the right ventricle. Other causes of right ventricular heart failure include pulmonary hypertension, chronic obstructive pulmonary disease (COPD), and congenital heart defects.",True,chatgpt
2688,why dry ether is used in woods reaction,to form a higher alkane,"Dry ether is used in the Woods reaction as a solvent because it is a non-polar solvent that can dissolve both the alkali metal and the organic substrate. It also helps to prevent the reaction from being quenched by water or other polar solvents. Additionally, dry ether is relatively inert and does not react with the reagents or products of the reaction, making it a suitable solvent for this type of reaction.",False,chatgpt
2690,is it marley and me or marley and i,Marley & Me,"The correct title is ""Marley and Me.""",True,chatgpt
2691,where was a hologram for the king filmed,Morocco,"A Hologram for the King was filmed in various locations in Morocco and Germany. Some of the filming locations in Morocco include Marrakesh, Casablanca, and Tangier, while the filming locations in Germany include Berlin and Erfurt.",True,chatgpt
2692,who inaugurated 'world teachers' day',UNESCO,"The United Nations Educational, Scientific and Cultural Organization (UNESCO) inaugurated World Teachers' Day on October 5, 1994.",True,chatgpt
2693,what kind of animals live in the great victoria desert,malleefowl,"The Great Victoria Desert is home to a variety of animals, including:

1. Red kangaroo
2. Western grey kangaroo
3. Euro (wallaroo)
4. Common wombat
5. Short-beaked echidna
6. Mulgara (small carnivorous marsupial)
7. Spinifex hopping mouse
8. Sand goanna (monitor lizard)
9. Thorny devil (lizard)
10. Western pygmy possum

There are also",True,chatgpt
2694,what is the oath that new citizens take,United States Oath of Allegiance,"The oath that new citizens take is called the Oath of Allegiance. It includes the following words:

""I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty, of whom or which I have heretofore been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America against all enemies, foreign and domestic; that I will bear true",True,chatgpt
2695,active absorption of water from the soil by the root is mainly affected by,SURFACE AREA OF ROOTS,"the following factors:

1. Root surface area: The larger the surface area of the root system, the greater the absorption of water.

2. Root hair density: Root hairs are responsible for absorbing water and nutrients from the soil. The greater the density of root hairs, the greater the absorption of water.

3. Soil moisture content: The amount of water in the soil affects the rate of water absorption by the roots. When the soil is dry, water absorption is reduced.

4. Soil temperature:",True,chatgpt
2696,eukaryotes have how many origins of dna replication,"up to 100,000","Eukaryotes have multiple origins of DNA replication. The exact number varies depending on the species and the size of the genome, but it can range from a few dozen to tens of thousands. For example, the human genome has around 30,000 origins of replication. This allows for efficient and timely replication of the large eukaryotic genome.",False,chatgpt
2697,who played tom hagon in the godfather series,Robert Duvall,Tom Hagen was played by actor Robert Duvall in the first two Godfather films.,True,chatgpt
2698,where are alkali metals located on the periodic table,in the s-block,"Alkali metals are located in Group 1 (also known as the ""alkali metal group"") of the periodic table. This group includes elements such as lithium (Li), sodium (Na), potassium (K), rubidium (Rb), cesium (Cs), and francium (Fr).",True,chatgpt
2699,who sings the theme tune to mum on bbc2,Lulu and the Lampshades,The theme tune to Mum on BBC2 is an instrumental piece composed by Stefan Galt.,False,chatgpt
2700,who was the temple of vesta built for,Vesta,"The Temple of Vesta was built for the goddess Vesta, who was the Roman goddess of the hearth, home, and family. The temple was dedicated to her worship and was considered one of the most important religious sites in ancient Rome. The Vestal Virgins, a group of priestesses who were responsible for maintaining the sacred fire in the temple, were also closely associated with the temple and its worship.",True,chatgpt
2702,when did rachel have her baby on friends,"May 16, 2002","Rachel gave birth to her baby, Emma, in the eighth season of Friends, in the episode titled ""The One Where Rachel Has a Baby."" The episode aired on May 16, 2002.",True,chatgpt
2703,who was the captain of the mayflower which brought the pilgrims to plymouth,Master Christopher Jones,The captain of the Mayflower was Christopher Jones.,True,chatgpt
2705,colby chees is named after a town in what state,Wisconsin,Maine,False,chatgpt
2706,who devised the fingerprint classification still used today in europe and the us,Hem Chandra Bose,"The fingerprint classification system still used today in Europe and the US was devised by Sir Edward Henry, a British police official, in the early 20th century.",True,chatgpt
2707,where are the highest average incomes found in north america,Virginia,"According to recent data, the highest average incomes in North America are found in the following cities:

1. San Francisco, California, USA
2. New York City, New York, USA
3. Washington D.C., USA
4. Toronto, Ontario, Canada
5. Vancouver, British Columbia, Canada

It is important to note that these are averages and there is significant income inequality within these cities.",False,chatgpt
2708,who plays lady talisa in game of thrones,Oona Castilla Chaplin,Oona Chaplin plays Lady Talisa in Game of Thrones.,True,chatgpt
2709,where does route 66 start on the west coast,in Santa Monica,"Route 66 starts on the west coast in Santa Monica, California.",True,chatgpt
2710,who plays carrie's boss on king of queens,Doug Pruzan,The character of Carrie's boss on King of Queens is named Pruzan and is played by actor Alex Skuby.,True,chatgpt
2711,when did the newest macbook pro come out,"June 5, 2017","The newest MacBook Pro was released on November 10, 2020.",False,chatgpt
2712,what episode does lori die on the walking dead,"""Killer Within""","Lori Grimes dies in Season 3, Episode 4 of The Walking Dead, titled ""Killer Within.""",True,chatgpt
2713,who is the girl that played darlene in roseanne,Sara Gilbert,The girl who played Darlene in Roseanne is Sara Gilbert.,True,chatgpt
2714,what type of joint connects the incus with the malleus,synovial,The incudomalleolar joint connects the incus with the malleus in the middle ear.,True,chatgpt
2715,who was the first elected president of pakistan,Iskander Mirza,"The first elected president of Pakistan was Iskander Mirza, who served from 1956 to 1958. However, it is important to note that Pakistan's political system has undergone several changes over the years, and the role of the president has varied depending on the constitution in place at the time.",True,chatgpt
2717,what is the account number of airtel payment bank,Your Airtel mobile number,"As an AI language model, I don't have access to specific account numbers of Airtel Payment Bank. It is recommended to contact Airtel Payment Bank customer care or visit their official website for more information.",False,chatgpt
2718,when did little polveir win the grand national,1989,"Little Polveir won the Grand National on April 4, 1989.",True,chatgpt
2719,who sings find out who your friends are with tracy lawrence,Kenny Chesney,"The song ""Find Out Who Your Friends Are"" was originally recorded by Tracy Lawrence, but it also features guest vocals from country singers Tim McGraw and Kenny Chesney.",True,chatgpt
2720,who did the original spirit in the sky,Norman Greenbaum,"The original ""Spirit in the Sky"" was performed by Norman Greenbaum in 1969.",True,chatgpt
2721,who was elected president in mexico in 2000,Vicente Fox,Vicente Fox was elected president in Mexico in 2000.,True,chatgpt
2722,who was mr.owen in and then there were none,Justice Lawrence John Wargrave,"As an AI language model, I don't have personal opinions or beliefs, but I can provide information. In the novel ""And Then There Were None"" by Agatha Christie, Mr. Owen is the mysterious host who invites ten strangers to a remote island and then accuses them of past crimes. However, it is later revealed that Mr. Owen is a pseudonym used by one of the guests, Justice Lawrence Wargrave, who orchestrated the murders as a form of vigilante justice.",True,chatgpt
2723,who has won more national championships michigan or ohio state,Michigan,"As an AI language model, I do not have access to real-time data. However, as of 2021, Michigan has won 11 national championships in football, while Ohio State has won 8 national championships.",True,chatgpt
2725,who is known as the father of indian constitution,Bhimrao Ramji Ambedkar,Dr. B.R. Ambedkar is known as the father of the Indian Constitution.,True,chatgpt
2726,when did the sims 4 toddlers come out,January 2017,"The Sims 4 Toddlers were released on January 12, 2017.",True,chatgpt
2727,what is the name of the shape with 100 sides,hectogon,The name of the shape with 100 sides is a hectogon or a 100-gon.,True,chatgpt
2729,who were the judges on dancing on ice 2014,Jason Gardiner,"The judges on Dancing on Ice 2014 were:

1. Robin Cousins
2. Karen Barber
3. Ashley Roberts
4. Jason Gardiner (returned after a two-year absence)",True,chatgpt
2730,where does some like it hot take place,Chicago,"Some Like It Hot takes place in Chicago, Illinois during the Prohibition era.",True,chatgpt
2731,what is the minimum size of a udp datagram,8 bytes,"The minimum size of a UDP datagram is 8 bytes, which includes the 8-byte header. However, the payload (data) can be empty or up to a maximum of 65,507 bytes.",True,chatgpt
2733,who plays young voldemort in the half blood prince,Hero Beauregard Fiennes-Tiffin,"The actor who plays young Voldemort in ""Harry Potter and the Half-Blood Prince"" is Hero Fiennes-Tiffin.",True,chatgpt
2734,when did goku first go super saiyan 4,Dragon Ball GT,"As an AI language model, I do not have personal opinions or beliefs, but to answer your question, Goku first went Super Saiyan 4 in the anime series Dragon Ball GT, in episode 35 titled ""The Transformation"".",True,chatgpt
2736,who did corbin dance with on dancing with the stars,Karina Smirnoff,"As an AI language model, I don't have access to the latest information or live updates. However, Corbin Bleu was a contestant on season 17 of Dancing with the Stars and was partnered with professional dancer Karina Smirnoff.",True,chatgpt
2737,when did the military plane crash in mississippi,"July 10, 2017","As an AI language model, I don't have access to real-time information. However, the military plane crash in Mississippi happened on July 10, 2017.",True,chatgpt
2738,when did they stop using aluminum wiring in ontario,mid-1970s,"As an AI language model, I don't have access to the latest updates or current events. However, according to the Electrical Safety Authority (ESA) in Ontario, aluminum wiring was commonly used in the 1960s and 1970s. It was later discovered that aluminum wiring could pose a fire hazard due to its tendency to expand and contract with temperature changes, leading to loose connections and overheating. As a result, the use of aluminum wiring was phased out in the 1980s",True,chatgpt
2739,who is going to host the 2018 winter olympics,South Korea,"The 2018 Winter Olympics were hosted by Pyeongchang, South Korea.",True,chatgpt
2740,who has the most goals in soccer 2018,Ali Daei,"As an AI language model, I do not have access to the most current data. However, as of the end of the 2017-2018 season, Lionel Messi had the most goals in soccer with 45 goals in 54 appearances for Barcelona.",True,chatgpt
2741,this type of nuclear decay effectively turns a proton into a neutron,beta decay,Beta decay.,True,chatgpt
