,question,golden_answer,answer,judge,model
3368,what kind of metric system does the us use,international units,"The United States primarily uses theImperial systemof measurement, where things are measured in feet, inches, and pounds1. However, some metric units are used for certain measurements such as time (seconds), volume of wine and spirits (liters), and lighting (lumens and candelas)2.",False,newbing
3370,who sings i just want to use your love tonight,English rock band the Outfield,"The song you are referring to is called “Your Love” and it was sung byThe Outfield. It was released on their 1985 album ""Play Deep""1.",True,newbing
3371,how many episodes in my name is earl season 4,27,Season 4 of “My Name is Earl” has a total of27 episodes1.,True,newbing
3372,bruce springsteen we shall overcome the seeger sessions songs,"""Old Dan Tucker""","“We Shall Overcome: The Seeger Sessions” is Bruce Springsteen’s fourteenth studio album, released in 2006.  It won the Grammy Award for Best Traditional Folk Album at the 49th Grammy Awards.  The album contains Springsteen’s interpretation of thirteen folk songs made popular by activist folk musician Pete Seeger1.  Here is the tracklist for the album:Old Dan TuckerJesse JamesMrs.",True,newbing
3373,who does demetrius love in a midsummer night dream,Helena,"In Shakespeare’s play “A Midsummer Night’s Dream,” Demetrius is initially engaged to Hermia but she does not love him back.  Instead, she loves Lysander.  Helena is in love with Demetrius but he rejects her. After being dosed with Oberon’s magic love juice, Demetrius falls madly in love with Helena and eventually marries her1.",True,newbing
3374,who sang our god is an awesome god,Rich Mullins,"The song “Awesome God” was written byRich Mullinsand first recorded on his 1988 album ""Winds of Heaven, Stuff of Earth""1.  It became a popular congregational song and has been covered by many artists including Michael W. Smith2.",True,newbing
3375,forney's sister in where the heart is,Margaret Hoard,Forney Hull’s sister in the movie “Where the Heart Is” is namedMary Elizabeth. She is an alcoholic and Forney takes care of her1.,True,newbing
3376,who played the twins in darling buds of may,Christina Giles,"In the TV series The Darling Buds of May, the twins Petunia and Zinnia Larkin were played by real-life twins Christina and Katherine Giles1.",True,newbing
3377,when did the first marvel vs capcom come out,1998,The first Marvel vs.  Capcom game is called Marvel vs.  Capcom: Clash of Super Heroes.  It debuted in arcades in 1998.  Ports to the Dreamcast and PlayStation soon followed in 19991.,True,newbing
3378,what flag is red and has a gold star,flag of Vietnam,"The flag of Vietnam is red with a large yellow star in the center.  The red color represents revolution and blood, while the yellow star represents the unity of the Vietnamese people1.",True,newbing
3379,how many pieces in a terry's chocolate orange,six,"A Terry’s Chocolate Orange comprises an orange-shaped ball of chocolate mixed with orange oil, divided into20 segments, similar to a real orange1.",True,newbing
3380,what are the functions of the human skeleton,endocrine regulation,"The human skeleton has several important functions.  Some of the main functions include:Movement – the skeleton allows movement of the body as a whole and its individual parts.  The bones act as levers and also form joints that allow muscles to pull on them and produce joint movements1. Support – the bones of the skeleton provide support for the body1. Protection – the bones of the skeleton also protect the organs found within it1. Mineral and fat storage – bone tissue acts as a reservoir for a number of minerals important to the functioning of the body, especially calcium, and phosphorus.  These minerals can be released back into the bloodstream to maintain levels needed to support physiological processes.  Bones also serve as a site for fat storage2. Blood cell formation – bone marrow, the connective tissue that fills the interior of most bones, is where blood cell production takes place2.",True,newbing
3381,when did the study of media effects begin,1919,"The study of media effects has a long history dating back to the early 20th century. The New School University in New York has been studying the social impact of mass communication since its founding in 1919, and offered the first college course to investigate the motion picture in 19261.",True,newbing
3382,what is the oasis in ready player one,a virtual reality simulator,"The OASIS (Ontologically Anthropocentric Sensory Immersive Simulation) is a virtual universe in the story of Ready Player One.  It is a place where characters spend most of their time escaping from the harsh reality of their time. The OASIS has a digital currency of credits that transfer to reality, these credits basically act as their cryptocurrency1.",False,newbing
3383,what was the name of the horse in steptoe and son,Hercules,"The name of the horse in Steptoe and Son isHercules. The series had no standard set of opening titles but the opening sequences would often feature the Steptoes’ horse, Hercules1.",True,newbing
3384,when did the golden state warriors win the finals,1947,"The Golden State Warriors have won a total of seven NBA championships in their franchise history.  They won their first championship in 1947 when the team was based in Philadelphia.  After moving to the San Francisco Bay Area, they won championships in 1975, 2015, 2017, and 2018 while based in Oakland. Their most recent championship was in 2022 when they were based in San Francisco1.",True,newbing
3385,who won the oscar over wolf of wall street,Terence Winter,"The Wolf of Wall Street was nominated for five Academy Awards in 2014: Best Picture, Best Director for Martin Scorsese, Best Adapted Screenplay for Terence Winter, Best Actor for Leonardo DiCaprio, and Best Supporting Actor for Jonah Hill.  However, it did not win in any category. The film that won Best Picture that year was12 Years a Slave1.",True,newbing
3387,which indian actor has won most national awards,Amitabh Bachchan,"As of 2020, Amitabh Bachchan is the most honored actor with four National Film Awards for Best Actor. Kamal Haasan, Mammootty, and Ajay Devgn have each won three awards, while six actors—Mohanlal, Sanjeev Kumar, Om Puri, Naseeruddin Shah, Mithun Chakraborty, and Dhanush—have won the award two times1.",True,newbing
3388,when was the young and the restless first aired,"March 26, 1973","The Young and the Restless first aired onMarch 26, 1973on CBS. It was originally broadcast as half-hour episodes, five times a week1.",True,newbing
3389,when did lionel messi play his first game for barcelona,2002,"Lionel Messi played his first official game for Barcelona onOctober 16, 2004at the age of 17. He was brought on as a substitute for Deco in the 82nd minute against Espanyol12.",True,newbing
3390,the boards name on ed edd and eddy,Plank,"The board’s name on Ed, Edd n Eddy isPlank. Plank is an imaginary friend of Jonny 2x4, one of the characters on the show1.",True,newbing
3392,the area enclosed by hysteresis loop is a measure of,energy loss,"The area enclosed by a hysteresis loop is a measure of energy loss per cycle of the material used for electromagnets and transformers1. In other words, it represents the amount of energy that is dissipated as heat in a magnetic material when it is subjected to a changing magnetic field2.",True,newbing
3394,how many episodes in game if thrones season 7,7,"Season 7 of Game of Thrones consists ofseven episodes1. This is three fewer episodes than the previous seasons, which all consisted of ten episodes each1.",True,newbing
3395,who are the only 2 families that have had 3 generations of oscar winners,The Hustons,"The only two families with three generations of Oscar winners are the Hustons and the Coppolas. The Hustons include Walter Huston, who won Best Supporting Actor in 1948;  his son John Huston, who won Best Director and Best Screenplay in 1948;  and John’s daughter Angelica Huston, who won Best Supporting Actress in 19851.",True,newbing
3396,when did i'm like a bird come out,"October 24, 2000","“I’m Like a Bird” is a song by Canadian singer-songwriter Nelly Furtado.  It was written by Furtado and produced by Gerald Eaton and Brian West for her debut studio album, Whoa, Nelly!  (2000). The song was released as the album’s first single onSeptember 25, 20001.",False,newbing
3397,who was the aztec ruler when the spanish arrived,Moctezuma II,"The Aztec ruler when the Spanish arrived wasMontezuma II12. He invited the Spanish into Tenochtitlan, the capital of the Aztec Empire, and things were friendly at first1.",False,newbing
3398,who plays nikko in the wizard of oz,Patrick Walshe,"Nikko, the leader of the Winged Monkeys in the MGM film The Wizard of Oz (1939), was played byPat Walshe.  He was a veteran animal actor and performed with Margaret Hamilton as the Wicked Witch of the West.",True,newbing
3399,where is union station in washington dc located,50 Massachusetts Avenue NE,"Union Station is located at 50 Massachusetts Avenue NE, Washington, D. C1.",True,newbing
3400,who founded mission nuestra senora de la soledad,the Franciscan order,"Mission Nuestra Señora de la Soledad was founded on October 9, 1791 by Fermín Francisco de Lasuén1.",True,newbing
3401,the lowest temperature at which a lubricant will flow is called the,pour point,The lowest temperature at which a lubricant will flow is called thepour point.  It is frequently and erroneously used as the oil viscosity selection criteria.,True,newbing
3402,who are the judges on the fisa court,Thomas Russell,"The Foreign Intelligence Surveillance Court is composed of eleven federal district court judges who are designated by the Chief Justice of the United States.  Each judge serves for a maximum of seven years and their terms are staggered to ensure continuity on the Court. By statute, the judges must be drawn from at least seven of the United States judicial circuits, and three of the judges must reside within 20 miles of the District of Columbia1.  The current members of the FISA court are: Rudolph Contreras (Presiding), Anne C.  Conway, Louis Guirola Jr. , Kenneth M.  Karas, Robert B.  Kugler, Amit P.  Mehta, Liam O’Grady, George Z.  Singal, John J.  Tharp Jr. , and Anthony J. Trenga2.",False,newbing
3403,when did martial law in the philippines end,1981,"Martial law in the Philippines officially ended on January 17, 1981 with Proclamation No. 204512.",True,newbing
3404,name the four major layers of the earth in order,a liquid outer core,"The four major layers of the Earth, in order from the surface to the center, are the crust, the mantle, the outer core, and the inner core.  The crust is the thin outermost layer of the Earth.  The mantle is the thickest layer and is located between the crust and the outer core.  The outer core is a liquid layer composed mainly of iron and nickel.  The inner core is a solid sphere composed mainly of iron and nickel.",True,newbing
3405,who won the marathon in new york city,Geoffrey Kamworor,"The most recent New York City Marathon was won by Sharon Lokedi and Evans Chebet, both from Kenya12.",False,newbing
3406,how many levels of protein structure are there,four,"There are four levels of protein structure: primary, secondary, tertiary, and quaternary.  The primary structure is the sequence of amino acids that make up the protein.  The secondary structure refers to the local folding of the polypeptide chain into regular structures such as alpha helices and beta sheets.  The tertiary structure is the overall three-dimensional shape of the protein, formed by the interactions between secondary structures.  The quaternary structure refers to the arrangement of multiple polypeptide chains in a multi-subunit protein.",True,newbing
3409,what is the definition of the word hosanna,"save, rescue, savior","The word hosanna (Latin osanna, Greek ὡσαννά, hōsanná) is from Hebrew הושיעה־נא, הושיעה נא hôšîʿâ-nā and related to Aramaic ܐܘܿܫܲܥܢܵܐ (ʾōshaʿnā) meaning ‘save, rescue, savior’. In the Hebrew Bible it is used only in verses such as “help” or “save, I pray” (Psalms 118:25)1.",True,newbing
3411,what areas of africa were involved in colonization,90 percent of the continent,"During the 19th-20th centuries, the African continent was colonized mainly by European powers like Britain, France, Spain, Portugal, Germany, and Italy. In nearly all African countries today, the language used in government and media is the one imposed by a recent colonial power12.",False,newbing
3412,when did the isle of wight become an island,During the last Ice Age,"The Isle of Wight as an actual ‘island’ is a relatively recent phenomenon and a full breach of the ‘Wight peninsula’ to become an island occurred approximately 8,000 years ago1.",False,newbing
3413,what part of maryland is close to washington dc,Charles County,"Washington D. C.  borders the state of Maryland to the north, east, and southeast.  The closest part of Maryland to Washington D. C.  is the area known as Montgomery County, which includes cities such as Bethesda, Silver Spring, and Rockville.",False,newbing
3415,who plays the voice of the hormone monster,Nick Kroll,Nick Kroll is the voice of Maurice the Hormone Monster in the animated television series Big Mouth1.,True,newbing
3416,where can you find convergent boundaries on earth,Mariana Trench,"Convergent boundaries, also known as destructive boundaries, are areas on Earth where two or more lithospheric plates collide.  One plate eventually slides beneath the other, a process known as subduction.  Convergent boundaries occur between oceanic-oceanic lithosphere, oceanic-continental lithosphere, and continental-continental lithosphere. The geologic features related to convergent boundaries vary depending on crust types1.",False,newbing
3417,1 the bureau of land management manages over acres of land in the united states,247.3 million,The Bureau of Land Management administers more surface land (245 million acres or one-tenth of America’s land base) and more subsurface mineral estate (700 million acres) than any other government agency in the United States1.,False,newbing
3418,who plays the lion in the movie zookeeper,Sylvester Stallone,"In the movie Zookeeper, the lion named Joe was voiced by Sylvester Stallone1.",True,newbing
3420,what was the emperor name in star wars,Darth Sidious,"The Emperor in Star Wars, also known as Darth Sidious, was named Sheev Palpatine.  He was a Sith Lord and the ruler of the Galactic Empire.",True,newbing
3421,who is the original singer of fool if you think it's over,Chris Rea,“Fool (If You Think It’s Over)” is a popular song originally released in 1978 by the British singer-songwriter Chris Rea. 1.,True,newbing
3422,who played the female lead in the 1942 film casablanca,romantic drama,The female lead in the 1942 film Casablanca was played by Ingrid Bergman.  She portrayed the character of Ilsa Lund.,True,newbing
3423,where did hope on bold and beautiful go,"Milan, Italy","Hope Logan is a fictional character from The Bold and the Beautiful, an American soap opera on the CBS network.  The character was portrayed by several child actors since Hope’s introduction in 2002, most notably Rachel and Amanda Pace.  In 2010, the role was rapidly aged and recast with actress Kim Matula, who made her first appearance in January 2010. As of 2018, the role is portrayed by Annika Noelle1.  However, I couldn’t find any information about Hope leaving the show.",False,newbing
3424,where did they get the vibranium to make captain americas shield,Wakanda,"Captain America’s shield was made of vibranium, a nearly indestructible metal that originates from Wakanda.  In the movie Captain America: The First Avenger, it is explained that Howard Stark (Tony’s father) sent a team into Wakanda and they discovered a deposit of vibranium. Stark made the shield, but it took all of the vibranium they had12.",True,newbing
3425,when did radio shack change to the source,"April 26, 2005","In 2005, all RadioShack stores in Canada were renamed The Source by Circuit City after a legal ruling that went against the U. S. company that operates the Canadian stores1.",True,newbing
3426,which state was returned to spain after the revolutionary war,Florida,Florida was returned to Spain after the Revolutionary War. The 1783 Peace of Paris ended the American Revolution and returned Florida to the Spanish12.,True,newbing
3427,who played forrest gumps mother in the 1994 film,Sally Field,"Sally Field played the role of Mrs. Gump, Forrest Gump’s mother, in the 1994 film1.",True,newbing
3428,when did we find out the smoking man was mulder's father,Later in the sixth season,It was revealed in season 11 of the TV series The X-Files that the Cigarette Smoking Man (CSM) is Fox Mulder’s biological father1.,False,newbing
3429,where does new york drinking water come from,the eastern Catskill Mountains,"New York City’s water supply system is one of the most extensive municipal water systems in the world, with three major water systems (Croton, Catskill, and Delaware) stretching up to 125 miles away from the city. The city’s water treatment process is simpler than most other American cities due to its well-protected watersheds1.",False,newbing
3431,how did leo dalton die in silent witness,in an explosion,"Leo Dalton, a character in the TV series Silent Witness, died in the series 16 finale “Greater Love” when he sacrificed himself to save many others from a terrorist bomb explosion1.",True,newbing
3432,public companies are part of what economic sector,public sector,"In most cases, public companies are private enterprises in the private sector1.",True,newbing
3433,who played young clark kent in 1978 superman,Jeff East,Jeff East played the role of young Clark Kent in the 1978 movie Superman1.,True,newbing
3434,who formed the indian society of oriental art,Abanindranath Tagore CIE,The Indian Society of Oriental Art was founded by brothers Gaganendranath Tagore and Abanindranath Tagore in Calcutta in 19071.,True,newbing
3435,who discovered that plants were made of cells,Parashara,"In 1838, German scientist Matthias Schleiden concluded that all plants are made of cells1.",False,newbing
3436,when was the suite life of zack and cody made,"March 18, 2005","The Suite Life of Zack & Cody is an American sitcom created by Danny Kallis and Jim Geoghan. The series aired on Disney Channel from March 18, 2005, to September 1, 20081.",True,newbing
3437,where does the sun hit the us first,the summit of Cadillac Mountain,"The first place in the US to see the sunrise varies depending on the season.  Between January 11 and March 6 as well as between October 7 and November 29, the sun first hits the top of Cadillac Mountain on the island of Mt. Desert, Maine1.",True,newbing
3438,who's flag is red white and green,Hungary,"There are several countries that have flags with the colors red, white, and green. Some of these countries include Hungary, Italy, Iran, Bulgaria, and Tajikistan12.",True,newbing
3439,when did the new day win the tag team titles,2016,"The New Day has won the tag team titles multiple times.  However, their most recent win was on April 1, 2023 at WrestleMania XXXV in Inglewood, California. They defeated previous champions The Usos (Jimmy Uso and Jey Uso) and became the Undisputed WWE Tag Team Champions12.",False,newbing
3440,who wrote if she knew what she wants,Jules Shear,The song “If She Knew What She Wants” was written by American singer-songwriter Jules Shear and introduced on his 1985 album The Eternal Return. The Bangles recorded the song for their 1986 album Different Light1.,True,newbing
3441,where does the last name tavarez come from,Spanish,The last name Tavarez is a Hispanic variant of Portuguese and western Spanish Tavares. The surname Tavarez is found mainly in the Dominican Republic1.,False,newbing
3442,is coca cola a public or private company,Public,"Coca-Cola is a publicly traded company. The Coca-Cola Company is a public company that trades its shares on the New York Stock Exchange, and its stock is owned by thousands of shareholders and investors around the world12.",True,newbing
3443,who wrote from now on from the greatest showman,Joseph Trapanese,The song “From Now On” from the movie “The Greatest Showman” was written by Benj Pasek and Justin Paul1.,True,newbing
3444,who sang nice day for a white wedding,Billy Idol,"The song “Nice Day for a White Wedding” was sung by Billy Idol.  It was released as the second single from his self-titled studio album in 1982. Although not Idol’s highest-charting hit, it is often considered one of his most recognizable songs12.",True,newbing
3445,who is the authority or governing body of mca,Indian government,MCA can refer to several different organizations.,False,newbing
3446,where does sound travel fastest solid liquid or gas,solids,"Sound travels fastest through solids, followed by liquids and then gases.  This is because the molecules in a solid are closer together than in a liquid or gas, allowing sound waves to travel more quickly through it.",True,newbing
3447,what does aa on a license plate mean,cars of the royal family,"I’m sorry, but I couldn’t find any information about the meaning of “AA” on a license plate.",False,newbing
3448,who plays the short cop on will and grace,Ryan Pinkston,"I’m sorry, but I couldn’t find any information about a short cop on Will and Grace.",False,newbing
3449,3 candidates for the democratic nomination in 1960,George H. McLain,"The major candidates for the 1960 Democratic presidential nomination were United States Senator John F.  Kennedy from Massachusetts, Senator Lyndon B. Johnson from Texas, and Senator Hubert Humphrey from Minnesota1.",False,newbing
3450,what is the top speed of thrust ssc,"1,228 km","Thrust SSC holds the world land speed record, set on October 15, 1997. Driven by Andy Green, it achieved a speed of 1,228 km/h (763 mph) and became the first land vehicle to officially break the sound barrier1.",True,newbing
3451,who was president when the panama canal was built,Theodore Roosevelt,The Panama Canal was built under the supervision of the United States. President Theodore Roosevelt oversaw the realization of this long-term goal of a trans-isthmian canal1.,True,newbing
3452,who is super bowl 2018 half time show,Justin Timberlake,"The Super Bowl LII Halftime Show took place on February 4, 2018, at U. S.  Bank Stadium in Minneapolis, Minnesota. Justin Timberlake was the featured performer1.",True,newbing
3453,where does prime rib come from on a cow,the primal rib,"Prime rib, also known as standing rib roast, is a cut of beef from the primal rib, one of the primal cuts of beef. While the entire rib section comprises ribs six through 12, a standing rib roast may contain anywhere from two to seven ribs1.",True,newbing
3454,who enforces the charter of rights and freedoms,Supreme Court of Canada,"The Canadian Charter of Rights and Freedoms is enforced by the courts through section 24 of the Charter, which allows courts discretion to award remedies to those whose rights have been denied1.",True,newbing
3455,who plays joker in batman the dark knight,Ledger,"In the 2008 film “The Dark Knight,” the character of the Joker is portrayed by Heath Ledger1.",True,newbing
3456,who validated the civil rights movement by proclaiming we shall overcome,President Lyndon Johnson,"“We Shall Overcome” became an anthem for the Civil Rights Movement in America after Pete Seeger learned it, adapted it, and taught it to his audiences to sing1.  Martin Luther King Jr. quoted it in a speech in February 19652. The following month, when he signed the Voting Rights Act, President Lyndon Johnson also quoted the opening lines2.",True,newbing
3457,who developed a set of postulates to prove that specific microorganisms cause disease,Robert Koch,"Robert Koch, a German physician, developed a set of postulates known as Koch’s postulates to establish a causal relationship between a microbe and a disease1.",True,newbing
3458,what is the common name for gravitational force,Gravity,The common name for gravitational force is simply “gravity”.,True,newbing
3459,region of antarctica where march of the penguins filmed,Dumont d'Urville in Adélie Land,"The documentary March of the Penguins was shot around the French scientific base of Dumont d’Urville in Adélie Land, Antarctica1.",True,newbing
3461,first who wants to be a millionaire winner uk,Judith Cynthia Aline Keppel,was Judith Keppel in November 20001.,True,newbing
3463,who sang raindrops keep fallin on my head,B. J. Thomas,“Raindrops Keep Fallin’ on My Head” is a song written by Burt Bacharach and Hal David for the 1969 film Butch Cassidy and the Sundance Kid.  The song was originally recorded by B. J. Thomas1.,True,newbing
3464,when is if loving you is wrong coming back season 4,"September 19, 2017","According to my sources, ‘If Loving You Is Wrong’ season 4 was released on March 19, 2019, on OWN and concluded its eight-episode run on April 30, 20191. The fifth season was announced to be the final season and premiered on March 10, 20201.  There is no information available about a season 6 at this time.",False,newbing
3465,how many wars held between india and pakistan,four,"India and Pakistan have fought in numerous armed conflicts since their independence.  There have been three major wars between the two states, namely in 1947, 1965 and the Bangladesh Liberation War in 1971. In addition to this was the unofficial Kargil War in 1999 and some border skirmishes1.",True,newbing
3466,who is credited with developing the geocentric view,Ptolemy,The geocentric view was first developed by ancient Greek philosophers such asAristotleandPtolemy12. The most highly developed geocentric model was that of Ptolemy of Alexandria (2nd century CE)1.,True,newbing
3467,who was the voice of templeton in charlotte's web,Paul Lynde,"The voice of Templeton, the rat, in the 1973 animated film adaptation of Charlotte’s Web was provided by actor Paul Lynde1.",True,newbing
3468,when did the jurassic park movies come out,Jurassic Park (1993),"The first Jurassic Park movie, directed by Steven Spielberg and based on the novel by Michael Crichton, was released in 19931.  It was followed by The Lost World: Jurassic Park in 1997, Jurassic Park III in 2001, Jurassic World in 2015, and Jurassic World: Fallen Kingdom in 2018. The most recent movie in the franchise, Jurassic World: Dominion, was released on June 10, 20222.",True,newbing
3469,in the dynastic cycle what is the right to rule called,the Mandate of Heaven,"In the dynastic cycle, the right to rule is called theMandate of Heaven1. According to this theory, each dynasty of China rises to a political, cultural, and economic peak and then, because of moral corruption, declines, loses the Mandate of Heaven, and falls, only to be replaced by a new dynasty1.",True,newbing
3470,who sings i don't want to be lonely,Ronnie Dyson,"There are a few songs with similar titles, so I want to make sure I’m giving you the correct information.",False,newbing
3471,who was the successful commanding general of the northern forces in the civil war,George B. McClellan,"The successful commanding general of the northern forces in the American Civil War was Ulysses S.  Grant.  He was appointed as Commanding General of the United States Army in 1864 and led the Union Army to victory over the Confederate Army with his aggressive tactics and strategy.  He accepted General Robert E.  Lee’s surrender at Appomattox Court House on April 9, 1865, effectively ending the war.",False,newbing
3472,who sang the original song send in the clowns,Glynis Johns,"“Send In the Clowns” is a song written by Stephen Sondheim for the 1973 musical ""A Little Night Music""1. The song was originally performed by Glynis Johns, who created the role of Desirée Armfeldt in the Broadway production of the musical1.",True,newbing
3473,where is bigg boss tamil house is located,Chennai,"The Bigg Boss Tamil house is located at EVP Film City in Chennai, Tamil Nadu1. The house has been fully designed with vibrant colors and has aesthetic interiors with a lavish dining area, pool, gym, activity area, and single beds for each contestant2.",True,newbing
3474,who was the movie citizen kane based on,William Randolph Hearst,"The movie “Citizen Kane” is loosely based on the life of American newspaper magnate William Randolph Hearst1. The film deals with the rise and fall of a newspaper magnate, Charles Foster Kane, who is portrayed by Orson Welles1. The character of Charles Foster Kane is also a composite character based on other American media barons such as Joseph Pulitzer, Chicago tycoons Samuel Insull and Harold McCormick, as well as aspects of the screenwriters’ own lives2.",True,newbing
3475,who sang the theme song to step by step,Jesse Frederick James Conaway,The theme song for the sitcom “Step By Step” is titled “Second Time Around” and was performed by Jesse Frederick and Theresa James1. Jesse Frederick co-wrote the theme with Bennett Salvay1.,True,newbing
3476,when is beyblade burst super z coming out,"April 2, 2018","Beyblade Burst Super Z, also known as Beyblade Burst Turbo in the English version, premiered on TXN stations in Japan on April 2, 20181.  It is the third season of the Beyblade Burst anime series.",True,newbing
3477,who played scotty baldwins father on general hospital,Ross Elliott,"Scott Baldwin’s adoptive father, Lee Baldwin, was originally played by Ross Elliott on General Hospital in 19631. Peter Hansen inherited the role in 1965 and played it until 1986, and again from 1989 to 1990 before returning permanently from 1992 to 20041.",True,newbing
3478,who won the academy award for the deer hunter,John Peverall,"The movie “The Deer Hunter” won five Academy Awards in 1979, including Best Picture, Best Actor in a Supporting Role (Christopher Walken), Best Director (Michael Cimino), Best Sound, and Best Film Editing1.",True,newbing
3479,vine with heart shaped leaves and white flowers,Antigonon leptopus,"One vine that has heart-shaped leaves and white flowers is theBleeding Heart Vine(Clerodendrum thomsoniae)1. The Bleeding Heart Vine produces clusters of white flowers with red accents in the spring1. It grows best in moist, shady conditions and is often found in woodlands1.",False,newbing
3480,where does the thames river begin and end,Lighthouse Cove,"The River Thames is 215 miles long (346 km)1. The Thames begins in Gloucestershire at Trewsbury Mead (near Cheltenham) and ends between Whitstable, Kent, and Foulness Point, Essex1.",False,newbing
3481,how many wing stops are there in the united states,"1,000","As of February 20, 2023, there are1,754 Wingstop storesin the United States1. The state with the most number of Wingstop locations in the US is Texas, with 424 stores, which is about 24% of all Wingstop stores in the US1.",True,newbing
3482,who sang theme song for license to kill,Gladys Knight,"The theme song for the James Bond film “Licence to Kill” was sung by American singerGladys Knight1. The song was written by Narada Michael Walden, Jeffrey Cohen, and Walter Afanasieff1.",True,newbing
3483,what is the spelling of lakh in english,lakh,"The spelling of lakh in English islakh.  It is a unit in the Indian numbering system equal to one hundred thousand (100,000).",True,newbing
3485,where did the first persian gulf war take place,Israel,"The first Persian Gulf War, also known as the Gulf War, was an international conflict that was triggered by Iraq’s invasion of Kuwait on August 2, 19901. Iraq’s leader, Saddam Hussein, ordered the invasion and occupation of Kuwait with the apparent aim of acquiring that nation’s large oil reserves, canceling a large debt Iraq owed Kuwait, and expanding Iraqi power in the region1.",False,newbing
3486,who is responsible for establishing local licensing forum,unitary authorities,"Each council is responsible for establishing a Local Licensing Forum for their area1. The Licensing (Scotland) Act 2005 Sections 10 and 11 introduce the Local Licensing Forum1. The forum has the general functions of keeping under review the operation of this Act in the Forum’s area, and in particular, the exercise by the Licensing Board and its functions, and giving such advice and making such recommendations to the Board in relation to those matters as the Forum considers appropriate1.",True,newbing
3487,what was the name of the first continent,Pangaea,"The first continent wasPangaeawhich existed during the late Paleozoic and early Mesozoic eras, approximately335 million years ago12.  It was a supercontinent that incorporated almost all the landmasses on Earth.  Pangaea was surrounded by a global ocean called Panthalassa, and it was fully assembled by the Early Permian Epoch (some 299 million to about 273 million years ago). The supercontinent began to break apart about 200 million years ago, during the Early Jurassic Epoch (201 million to 174 million years ago), eventually forming the modern continents and the Atlantic and Indian oceans21.",True,newbing
3488,who was the ruler of england in 1616,James I,"In 1616, the ruler of England was King James I.  He was the first monarch to rule over both England and Scotland, having inherited the English throne in 1603 after the death of Queen Elizabeth I.  He ruled until his death in 1625.",True,newbing
3489,what episode does caroline get turned into a vampire,Brave New World,"Caroline Forbes, a character from the TV series The Vampire Diaries, becomes a vampire in Season 2 Episode 2 titled “Brave New World”1.  In this episode, Caroline wakes up in the hospital craving blood after being turned into a vampire. She steals a blood bag and drinks it, completing her transition2.",True,newbing
3490,which of the following helmiths feeds on blood,Necator americanus,You haven’t provided a list of helminths to choose from.,False,newbing
3492,who did cubs beat in 2016 world series,the Indians,"In the 2016 World Series, the Chicago Cubs defeated the Cleveland Indians in seven games.  It was the Cubs’ first championship since 1908 and ended the longest championship drought in North American professional sports history.",True,newbing
3493,who owns the rights to rocky and bullwinkle,Universal Pictures,"Jay Ward Productions owns the rights to the beloved animated series “Rocky & Bullwinkle”1.  Jay Ward was the legendary animator who created some of the most iconic characters of the 1950s and 60s. After his death in 1989, the rights to his works have been managed by Jay Ward Productions, which is headed by his daughter Tiffany Ward while his granddaughter Amber Ward is vice president1.",False,newbing
3494,when does brooklyn nine nine season 5 episode 12,"March 18, 2018","Season 5 Episode 12 of Brooklyn Nine-Nine is titled “Safe House” and originally aired on March 18, 20181.",True,newbing
3495,who was the leader of the zulu in south africa who led the fight against the british,Cetshwayo,King Cetshwayo was the leader of the Zulu Kingdom in South Africa who led the fight against the British during the Anglo-Zulu War in 18791. He was a direct descendant of King Shaka and was the last great ruler of an independent Zulu state2.,True,newbing
3496,where does blonde hair green eyes come from,a low concentration in pigmentation,"Blonde hair and green eyes are both determined by genetics. Blonde hair is most commonly found in Northern and Western Europe, particularly in countries such as Sweden, Norway, Finland, and Germany1. Green eyes are most common in people of European ancestry2.  However, both traits can also be found in other populations around the world.",False,newbing
3497,coldplay song i will try to fix you,"""Fix You""","The song you are referring to is called “Fix You” by Coldplay.  It was released in 2005 as the second single from their third studio album, X&Y.",True,newbing
3498,most assists in an nba all star game,60,"The record for the most assists in an NBA All-Star game is held by Magic Johnson, who had 22 assists in the 1984 NBA All-Star Game1.",True,newbing
3500,where does the song 10 green bottles come from,United Kingdom,"“Ten Green Bottles” is a popular children’s repetitive song that consists of a single verse of music that is repeated, with each verse decrementing by one the number of bottles on the wall1.  Like many folk songs, the origin of “Ten Green Bottles” is lost to antiquity. It is believed to be of English origin2.",True,newbing
3501,what was the first kind of vertebrate to exist on earth,believed to be the Myllokunmingia,"The earliest known vertebrates were jawless fish that lived between 500 and 600 million years ago1.  Some of the earliest known vertebrates belong to the Chengjiang biota and lived about 518 million years ago. These include Haikouichthys, Myllokunmingia, Zhongjianichthys, and probably Haikouella2.",True,newbing
3502,who played the original wonder woman on tv,Lynda Carter,"The original Wonder Woman TV series, which aired from 1975 to 1979, starredLynda Carteras Diana Prince/Wonder Woman12.",True,newbing
3503,where was the louisiana purchase signed in 1803,Paris,"The Louisiana Purchase Treaty was signed inParisonApril 30, 18031. The diplomats that signed the treaty were Robert Livingston, James Monroe, and Francois Barbe-Marbois2.",True,newbing
3504,what is the name of india 29 state,Rajasthan,"The 29th state of India isTelangana. It was formed in2014when the Andhra Pradesh Reorganisation Act, 2014 bill was passed by the Parliament of India for the formation of Telangana state comprising ten districts from north-western Andhra Pradesh1.",False,newbing
